row_id,class_id,label,frame_index,left_detected,right_detected,detected_hands,raw_handedness
110,6,G,1051,1,1,2,"[('left', 0.950459897518158), ('right', 0.8539023399353027)]"
111,6,G,1052,1,1,2,"[('left', 0.9461157917976379), ('right', 0.8514780402183533)]"
112,6,G,1053,1,1,2,"[('left', 0.9749147891998291), ('right', 0.8598507642745972)]"
113,6,G,1054,1,1,2,"[('left', 0.9758725762367249), ('right', 0.8401142358779907)]"
114,6,G,1055,1,1,2,"[('left', 0.9831885695457458), ('right', 0.8494734764099121)]"
115,6,G,1056,1,1,2,"[('left', 0.9778282642364502), ('right', 0.8586553335189819)]"
116,6,G,1057,1,1,2,"[('left', 0.9735935926437378), ('right', 0.849662184715271)]"
117,6,G,1058,1,1,2,"[('left', 0.9839610457420349), ('right', 0.9046664834022522)]"
118,6,G,1059,1,1,2,"[('left', 0.9947484135627747), ('right', 0.976054847240448)]"
119,6,G,1060,1,1,2,"[('left', 0.9942848682403564), ('right', 0.9790428876876831)]"
120,6,G,1061,1,1,2,"[('left', 0.9956583976745605), ('right', 0.9937885403633118)]"
121,6,G,1062,1,1,2,"[('left', 0.9976512789726257), ('right', 0.9935049414634705)]"
122,6,G,1063,1,1,2,"[('left', 0.9976534843444824), ('right', 0.9956933259963989)]"
123,6,G,1064,1,1,2,"[('left', 0.9975001811981201), ('right', 0.9970406293869019)]"
124,6,G,1065,1,1,2,"[('right', 0.9972758889198303), ('left', 0.9972952604293823)]"
125,6,G,1066,1,1,2,"[('left', 0.9971811771392822), ('right', 0.9959376454353333)]"
126,7,H,1276,1,1,2,"[('right', 0.9981094598770142), ('left', 0.9883307218551636)]"
127,7,H,1277,1,1,2,"[('right', 0.9983140826225281), ('left', 0.9879019856452942)]"
128,7,H,1278,1,1,2,"[('right', 0.9970980286598206), ('left', 0.9889941215515137)]"
129,7,H,1279,1,1,2,"[('right', 0.9977596998214722), ('left', 0.9880948066711426)]"
130,7,H,1280,1,1,2,"[('right', 0.9973652958869934), ('left', 0.9894781708717346)]"
131,7,H,1281,1,1,2,"[('right', 0.9974050521850586), ('left', 0.9884440898895264)]"
132,7,H,1282,1,1,2,"[('right', 0.9975224733352661), ('left', 0.9892451167106628)]"
133,7,H,1283,1,1,2,"[('right', 0.9975873827934265), ('left', 0.9885997176170349)]"
134,7,H,1284,1,1,2,"[('right', 0.997227132320404), ('left', 0.9878949522972107)]"
135,7,H,1285,1,1,2,"[('right', 0.9970594048500061), ('left', 0.9876735210418701)]"
136,7,H,1286,1,1,2,"[('right', 0.9969661831855774), ('left', 0.9857431650161743)]"
137,7,H,1287,1,1,2,"[('right', 0.9974050521850586), ('left', 0.9846721887588501)]"
138,7,H,1288,1,1,2,"[('right', 0.9973350763320923), ('left', 0.9848354458808899)]"
139,7,H,1289,1,1,2,"[('right', 0.9978742003440857), ('left', 0.9868991374969482)]"
140,7,H,1290,1,1,2,"[('right', 0.9980237483978271), ('left', 0.9887788891792297)]"
141,7,H,1291,1,1,2,"[('right', 0.9980803728103638), ('left', 0.9898694157600403)]"
142,7,H,1292,1,1,2,"[('right', 0.9980562925338745), ('left', 0.9903567433357239)]"
143,7,H,1293,1,1,2,"[('right', 0.9978033900260925), ('left', 0.9900587201118469)]"
144,8,I,1397,1,0,1,"[('left', 0.9914683699607849)]"
145,8,I,1398,1,0,1,"[('left', 0.9916543960571289)]"
146,8,I,1399,1,0,1,"[('left', 0.9927019476890564)]"
147,8,I,1400,1,0,1,"[('left', 0.9935618042945862)]"
148,8,I,1401,1,0,1,"[('left', 0.9942864179611206)]"
149,8,I,1402,1,0,1,"[('left', 0.9933066368103027)]"
150,8,I,1403,1,0,1,"[('left', 0.9943654537200928)]"
151,8,I,1404,1,0,1,"[('left', 0.9951372742652893)]"
152,8,I,1405,1,0,1,"[('left', 0.9950352311134338)]"
153,8,I,1406,1,0,1,"[('left', 0.9935885667800903)]"
154,8,I,1407,1,0,1,"[('left', 0.9934855103492737)]"
155,8,I,1408,1,0,1,"[('left', 0.9930815100669861)]"
156,8,I,1409,1,0,1,"[('left', 0.9934515953063965)]"
157,8,I,1410,1,0,1,"[('left', 0.9943028688430786)]"
158,8,I,1411,1,0,1,"[('left', 0.9937114715576172)]"
159,8,I,1412,1,0,1,"[('left', 0.9941475987434387)]"
160,8,I,1413,1,0,1,"[('left', 0.9930508136749268)]"
161,8,I,1414,1,0,1,"[('left', 0.9926692843437195)]"
162,9,J,1612,1,0,1,"[('left', 0.9776451587677002)]"
163,9,J,1613,1,0,1,"[('left', 0.9490298628807068)]"
164,9,J,1614,1,0,1,"[('left', 0.9764277935028076)]"
165,9,J,1615,1,0,1,"[('left', 0.9718356132507324)]"
166,9,J,1616,1,0,1,"[('left', 0.9831178188323975)]"
167,9,J,1617,1,0,1,"[('left', 0.9851793050765991)]"
168,9,J,1618,1,0,1,"[('left', 0.9802772998809814)]"
169,9,J,1619,1,0,1,"[('left', 0.9796350002288818)]"
170,9,J,1620,1,0,1,"[('left', 0.9802185893058777)]"
171,9,J,1621,1,0,1,"[('left', 0.9794387221336365)]"
172,9,J,1622,1,0,1,"[('left', 0.9797492623329163)]"
173,9,J,1623,1,0,1,"[('left', 0.9821147322654724)]"
174,9,J,1624,1,0,1,"[('left', 0.9814422130584717)]"
175,9,J,1625,1,0,1,"[('left', 0.9847233295440674)]"
176,9,J,1626,1,0,1,"[('left', 0.9781017899513245)]"
177,9,J,1627,1,0,1,"[('left', 0.9829453825950623)]"
178,9,J,1628,1,0,1,"[('left', 0.9838193655014038)]"
179,9,J,1629,1,0,1,"[('left', 0.9825518131256104)]"
180,10,K,1779,1,0,1,"[('left', 0.9922624230384827)]"
181,10,K,1780,1,0,1,"[('left', 0.9912130832672119)]"
182,10,K,1781,1,0,1,"[('left', 0.9893928170204163)]"
183,10,K,1782,1,0,1,"[('left', 0.9869142770767212)]"
184,10,K,1783,1,0,1,"[('left', 0.9860790967941284)]"
185,10,K,1784,1,0,1,"[('left', 0.9890490770339966)]"
186,10,K,1785,1,0,1,"[('left', 0.9897608160972595)]"
187,10,K,1786,1,0,1,"[('left', 0.9905789494514465)]"
188,10,K,1787,1,0,1,"[('left', 0.993272602558136)]"
189,10,K,1788,1,0,1,"[('left', 0.9933449029922485)]"
190,10,K,1789,1,0,1,"[('left', 0.9939272999763489)]"
191,10,K,1790,1,0,1,"[('left', 0.9935147166252136)]"
192,10,K,1791,1,0,1,"[('left', 0.9920109510421753)]"
193,10,K,1792,1,0,1,"[('left', 0.991256594657898)]"
194,10,K,1793,1,0,1,"[('left', 0.990669846534729)]"
195,10,K,1794,1,0,1,"[('left', 0.9908125400543213)]"
196,10,K,1795,1,0,1,"[('left', 0.9904517531394958)]"
197,10,K,1796,1,0,1,"[('left', 0.9906511902809143)]"
198,11,L,1898,1,0,1,"[('left', 0.9875353574752808)]"
199,11,L,1899,1,0,1,"[('left', 0.9869599342346191)]"
200,11,L,1900,1,0,1,"[('left', 0.9872780442237854)]"
201,11,L,1901,1,0,1,"[('left', 0.9895636439323425)]"
202,11,L,1902,1,0,1,"[('left', 0.989475667476654)]"
203,11,L,1903,1,0,1,"[('left', 0.9908724427223206)]"
204,11,L,1904,1,0,1,"[('left', 0.990727961063385)]"
205,11,L,1905,1,0,1,"[('left', 0.9903520345687866)]"
206,11,L,1906,1,0,1,"[('left', 0.9914234280586243)]"
207,11,L,1907,1,0,1,"[('left', 0.9908021688461304)]"
208,11,L,1908,1,0,1,"[('left', 0.9912499189376831)]"
209,11,L,1909,1,0,1,"[('left', 0.9906182289123535)]"
210,11,L,1910,1,0,1,"[('left', 0.9917030930519104)]"
211,11,L,1911,1,0,1,"[('left', 0.9923971891403198)]"
212,11,L,1912,1,0,1,"[('left', 0.9935988783836365)]"
213,11,L,1913,1,0,1,"[('left', 0.9936309456825256)]"
214,11,L,1914,1,0,1,"[('left', 0.9928202629089355)]"
215,11,L,1915,1,0,1,"[('left', 0.9897428750991821)]"
216,12,M,2083,1,1,2,"[('left', 0.9949969053268433), ('right', 0.9795582294464111)]"
217,12,M,2084,1,1,2,"[('left', 0.9922265410423279), ('right', 0.979117214679718)]"
218,12,M,2085,1,1,2,"[('left', 0.9953562617301941), ('right', 0.9777054786682129)]"
219,12,M,2086,1,1,2,"[('left', 0.9961084723472595), ('right', 0.9787106513977051)]"
220,12,M,2087,1,1,2,"[('left', 0.9967420697212219), ('right', 0.9772858619689941)]"
221,12,M,2088,1,1,2,"[('left', 0.9967243671417236), ('right', 0.9761361479759216)]"
222,12,M,2089,1,1,2,"[('left', 0.9965569972991943), ('right', 0.9763501882553101)]"
223,12,M,2090,1,1,2,"[('left', 0.9958329200744629), ('right', 0.9768860340118408)]"
224,12,M,2091,1,1,2,"[('left', 0.9952951073646545), ('right', 0.9806838631629944)]"
225,12,M,2092,1,1,2,"[('left', 0.9958963990211487), ('right', 0.9805631637573242)]"
226,12,M,2093,1,1,2,"[('left', 0.9953880906105042), ('right', 0.9811333417892456)]"
227,12,M,2094,1,1,2,"[('left', 0.995728611946106), ('right', 0.9812623858451843)]"
228,12,M,2095,1,1,2,"[('left', 0.9943053722381592), ('right', 0.9827436208724976)]"
229,12,M,2096,1,1,2,"[('left', 0.9928170442581177), ('right', 0.9834163784980774)]"
230,12,M,2097,1,1,2,"[('left', 0.9963147640228271), ('right', 0.9822822213172913)]"
231,12,M,2098,1,1,2,"[('left', 0.9899062514305115), ('right', 0.9805721044540405)]"
232,12,M,2099,1,1,2,"[('left', 0.9747127294540405), ('right', 0.9774696230888367)]"
233,12,M,2100,1,1,2,"[('left', 0.9590846300125122), ('right', 0.9799166321754456)]"
234,13,N,2252,1,1,2,"[('left', 0.9684101343154907), ('right', 0.9193037152290344)]"
235,13,N,2253,1,1,2,"[('left', 0.9751300811767578), ('right', 0.9142628312110901)]"
236,13,N,2254,1,1,2,"[('left', 0.9712799787521362), ('right', 0.9563670754432678)]"
237,13,N,2255,1,1,2,"[('left', 0.9775610566139221), ('right', 0.9573465585708618)]"
238,13,N,2256,1,1,2,"[('left', 0.9784916043281555), ('right', 0.9651054739952087)]"
239,13,N,2257,1,1,2,"[('left', 0.967861533164978), ('right', 0.959548830986023)]"
240,13,N,2258,1,1,2,"[('left', 0.9631338119506836), ('right', 0.9605194926261902)]"
241,13,N,2259,1,1,2,"[('left', 0.964867353439331), ('right', 0.9628089070320129)]"
242,13,N,2260,1,1,2,"[('left', 0.9640786647796631), ('right', 0.9676867723464966)]"
243,13,N,2261,1,1,2,"[('left', 0.9616732597351074), ('right', 0.9681177735328674)]"
244,13,N,2262,1,1,2,"[('left', 0.9696672558784485), ('right', 0.9598693251609802)]"
245,13,N,2263,1,1,2,"[('left', 0.9644842147827148), ('right', 0.9652401804924011)]"
246,13,N,2264,1,1,2,"[('left', 0.9702146649360657), ('right', 0.9605887532234192)]"
247,13,N,2265,1,1,2,"[('left', 0.9597461223602295), ('right', 0.9490095376968384)]"
248,13,N,2266,1,1,2,"[('left', 0.9657166004180908), ('right', 0.9605891108512878)]"
249,13,N,2267,1,1,2,"[('left', 0.9712949991226196), ('right', 0.9612535238265991)]"
250,13,N,2268,1,1,2,"[('left', 0.9697545170783997), ('right', 0.946747899055481)]"
251,13,N,2269,1,1,2,"[('left', 0.9627247452735901), ('right', 0.9486892819404602)]"
252,14,O,2398,1,0,1,"[('left', 0.9852086305618286)]"
253,14,O,2399,1,0,1,"[('left', 0.9866719841957092)]"
254,14,O,2400,1,0,1,"[('left', 0.9891035556793213)]"
255,14,O,2401,1,0,1,"[('left', 0.9877025485038757)]"
256,14,O,2402,1,0,1,"[('left', 0.986718475818634)]"
257,14,O,2403,1,0,1,"[('left', 0.9877676963806152)]"
258,14,O,2404,1,0,1,"[('left', 0.9881379008293152)]"
259,14,O,2405,1,0,1,"[('left', 0.9886116981506348)]"
260,14,O,2406,1,0,1,"[('left', 0.9882006049156189)]"
261,14,O,2407,1,0,1,"[('left', 0.9883327484130859)]"
262,14,O,2408,1,0,1,"[('left', 0.9884951114654541)]"
263,14,O,2409,1,0,1,"[('left', 0.9888147711753845)]"
264,14,O,2410,1,0,1,"[('left', 0.9864656329154968)]"
265,14,O,2411,1,0,1,"[('left', 0.9876835346221924)]"
266,14,O,2412,1,0,1,"[('left', 0.9883139133453369)]"
267,14,O,2413,1,0,1,"[('left', 0.9894365072250366)]"
268,14,O,2414,1,0,1,"[('left', 0.988900363445282)]"
269,14,O,2415,1,0,1,"[('left', 0.9900045394897461)]"
270,15,P,2564,1,1,2,"[('right', 0.994500994682312), ('left', 0.995468020439148)]"
271,15,P,2565,1,1,2,"[('right', 0.994692862033844), ('left', 0.9902601838111877)]"
272,15,P,2566,1,1,2,"[('right', 0.9938547611236572), ('left', 0.9920625686645508)]"
273,15,P,2567,1,1,2,"[('right', 0.9934500455856323), ('left', 0.9900397658348083)]"
274,15,P,2568,1,1,2,"[('right', 0.992455005645752), ('left', 0.9911024570465088)]"
275,15,P,2569,1,1,2,"[('right', 0.9929832816123962), ('left', 0.9925678372383118)]"
276,15,P,2570,1,1,2,"[('right', 0.9935895204544067), ('left', 0.9889129996299744)]"
277,15,P,2571,1,1,2,"[('right', 0.9937639832496643), ('left', 0.9910398721694946)]"
278,15,P,2572,1,1,2,"[('right', 0.993959903717041), ('left', 0.9923366904258728)]"
279,15,P,2573,1,1,2,"[('right', 0.9932503700256348), ('left', 0.9913788437843323)]"
280,15,P,2574,1,1,2,"[('right', 0.9936159253120422), ('left', 0.9944923520088196)]"
281,15,P,2575,1,1,2,"[('right', 0.9935144782066345), ('left', 0.9944040179252625)]"
282,15,P,2576,1,1,2,"[('right', 0.9935200810432434), ('left', 0.9969756007194519)]"
283,15,P,2577,1,1,2,"[('right', 0.9931987524032593), ('left', 0.9974824786186218)]"
284,15,P,2578,1,1,2,"[('right', 0.9935982823371887), ('left', 0.9980959892272949)]"
285,15,P,2579,1,1,2,"[('right', 0.995003879070282), ('left', 0.9973506331443787)]"
286,15,P,2580,1,1,2,"[('right', 0.9935051798820496), ('left', 0.9973518252372742)]"
287,15,P,2581,1,1,2,"[('right', 0.992168664932251), ('left', 0.9964429140090942)]"
288,16,Q,2764,1,1,2,"[('right', 0.9919273853302002), ('left', 0.99904865026474)]"
289,16,Q,2765,1,1,2,"[('right', 0.9893395900726318), ('left', 0.9993026852607727)]"
290,16,Q,2766,1,1,2,"[('right', 0.9891210198402405), ('left', 0.9990984797477722)]"
291,16,Q,2767,1,1,2,"[('right', 0.9897755980491638), ('left', 0.9991083145141602)]"
292,16,Q,2768,1,1,2,"[('right', 0.9895597100257874), ('left', 0.9991048574447632)]"
293,16,Q,2769,1,1,2,"[('right', 0.9873853325843811), ('left', 0.9991002082824707)]"
294,16,Q,2770,1,1,2,"[('right', 0.9914101362228394), ('left', 0.9990804195404053)]"
295,16,Q,2771,1,1,2,"[('right', 0.988358736038208), ('left', 0.9991235733032227)]"
296,16,Q,2772,1,1,2,"[('right', 0.9896049499511719), ('left', 0.9995105862617493)]"
297,16,Q,2773,1,1,2,"[('right', 0.9904220104217529), ('left', 0.9993041157722473)]"
298,16,Q,2774,1,1,2,"[('right', 0.9898831248283386), ('left', 0.9993780255317688)]"
299,16,Q,2775,1,1,2,"[('right', 0.9896364212036133), ('left', 0.9992634057998657)]"
300,16,Q,2776,1,1,2,"[('right', 0.9895605444908142), ('left', 0.9990912079811096)]"
301,16,Q,2777,1,1,2,"[('right', 0.9899522066116333), ('left', 0.9990541338920593)]"
302,16,Q,2778,1,1,2,"[('right', 0.9900665283203125), ('left', 0.9987120032310486)]"
303,16,Q,2779,1,1,2,"[('right', 0.9896617531776428), ('left', 0.9990620613098145)]"
304,16,Q,2780,1,1,2,"[('right', 0.989335834980011), ('left', 0.9992552995681763)]"
305,16,Q,2781,1,1,2,"[('right', 0.9893192052841187), ('left', 0.9990070462226868)]"
306,17,R,2891,1,0,1,"[('left', 0.9785228371620178)]"
307,17,R,2892,1,0,1,"[('left', 0.9748110175132751)]"
308,17,R,2893,1,0,1,"[('left', 0.9738463759422302)]"
309,17,R,2894,1,0,1,"[('left', 0.9912006855010986)]"
310,17,R,2895,1,0,1,"[('left', 0.9967272877693176)]"
311,17,R,2896,1,0,1,"[('left', 0.9985174536705017)]"
312,17,R,2897,1,0,1,"[('left', 0.9985859990119934)]"
313,17,R,2898,1,0,1,"[('left', 0.9993219971656799)]"
314,17,R,2899,1,0,1,"[('left', 0.999303936958313)]"
315,17,R,2900,1,0,1,"[('left', 0.9990740418434143)]"
316,17,R,2901,1,0,1,"[('left', 0.9988538026809692)]"
317,17,R,2902,1,0,1,"[('left', 0.9987440705299377)]"
318,17,R,2903,1,0,1,"[('left', 0.9986492991447449)]"
319,17,R,2904,1,0,1,"[('left', 0.9986096620559692)]"
320,17,R,2905,1,0,1,"[('left', 0.9980691075325012)]"
321,17,R,2906,1,0,1,"[('left', 0.9974750280380249)]"
322,17,R,2907,1,0,1,"[('left', 0.997434139251709)]"
323,17,R,2908,1,0,1,"[('left', 0.9970681667327881)]"
324,18,S,3082,1,1,2,"[('right', 0.9987092018127441), ('left', 0.9929997324943542)]"
325,18,S,3083,1,1,2,"[('right', 0.9986485838890076), ('left', 0.9936891794204712)]"
326,18,S,3084,1,1,2,"[('right', 0.9987161755561829), ('left', 0.9910472631454468)]"
327,18,S,3085,1,1,2,"[('right', 0.9988033771514893), ('left', 0.9936971068382263)]"
328,18,S,3086,1,1,2,"[('right', 0.9989914894104004), ('left', 0.9918826818466187)]"
329,18,S,3087,1,1,2,"[('right', 0.9990575313568115), ('left', 0.9924359917640686)]"
330,18,S,3088,1,1,2,"[('right', 0.9990165829658508), ('left', 0.9947425723075867)]"
331,18,S,3089,1,1,2,"[('right', 0.9989668130874634), ('left', 0.9938855767250061)]"
332,18,S,3090,1,1,2,"[('right', 0.9988356232643127), ('left', 0.9920853972434998)]"
333,18,S,3091,1,1,2,"[('right', 0.9988452196121216), ('left', 0.9875413775444031)]"
334,18,S,3092,1,1,2,"[('right', 0.9986457228660583), ('left', 0.9907407760620117)]"
335,18,S,3093,1,1,2,"[('right', 0.9987398386001587), ('left', 0.992161750793457)]"
