class_id,label,frame_index,time_seconds,hold_offset,temporal_group_id,file,absolute_path,split
4,E,763,25.433333333333334,3,E_000,clean_hold_images/E/E_0763.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0763.jpg,val
4,E,764,25.466666666666665,4,E_000,clean_hold_images/E/E_0764.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0764.jpg,val
4,E,765,25.5,5,E_000,clean_hold_images/E/E_0765.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0765.jpg,val
4,E,766,25.53333333333333,6,E_001,clean_hold_images/E/E_0766.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0766.jpg,test
4,E,767,25.566666666666663,7,E_001,clean_hold_images/E/E_0767.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0767.jpg,test
4,E,768,25.6,8,E_001,clean_hold_images/E/E_0768.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0768.jpg,test
4,E,769,25.633333333333333,9,E_001,clean_hold_images/E/E_0769.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0769.jpg,test
4,E,770,25.666666666666668,10,E_001,clean_hold_images/E/E_0770.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0770.jpg,test
4,E,771,25.7,11,E_001,clean_hold_images/E/E_0771.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0771.jpg,test
4,E,772,25.73333333333333,12,E_002,clean_hold_images/E/E_0772.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0772.jpg,train
4,E,773,25.766666666666666,13,E_002,clean_hold_images/E/E_0773.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0773.jpg,train
4,E,774,25.8,14,E_002,clean_hold_images/E/E_0774.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0774.jpg,train
4,E,775,25.83333333333333,15,E_002,clean_hold_images/E/E_0775.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0775.jpg,train
4,E,776,25.866666666666667,16,E_002,clean_hold_images/E/E_0776.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0776.jpg,train
4,E,777,25.9,17,E_002,clean_hold_images/E/E_0777.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/E/E_0777.jpg,train
5,F,930,31.0,0,F_000,clean_hold_images/F/F_0930.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0930.jpg,train
5,F,931,31.03333333333333,1,F_000,clean_hold_images/F/F_0931.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0931.jpg,train
5,F,932,31.066666666666663,2,F_000,clean_hold_images/F/F_0932.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0932.jpg,train
5,F,933,31.1,3,F_000,clean_hold_images/F/F_0933.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0933.jpg,train
5,F,934,31.133333333333333,4,F_000,clean_hold_images/F/F_0934.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0934.jpg,train
5,F,935,31.166666666666668,5,F_000,clean_hold_images/F/F_0935.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0935.jpg,train
5,F,936,31.2,6,F_001,clean_hold_images/F/F_0936.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0936.jpg,test
5,F,937,31.23333333333333,7,F_001,clean_hold_images/F/F_0937.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0937.jpg,test
5,F,938,31.266666666666666,8,F_001,clean_hold_images/F/F_0938.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0938.jpg,test
5,F,939,31.3,9,F_001,clean_hold_images/F/F_0939.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0939.jpg,test
5,F,940,31.33333333333333,10,F_001,clean_hold_images/F/F_0940.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0940.jpg,test
5,F,941,31.366666666666667,11,F_001,clean_hold_images/F/F_0941.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0941.jpg,test
5,F,942,31.4,12,F_002,clean_hold_images/F/F_0942.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0942.jpg,val
5,F,943,31.433333333333334,13,F_002,clean_hold_images/F/F_0943.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0943.jpg,val
5,F,944,31.466666666666665,14,F_002,clean_hold_images/F/F_0944.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0944.jpg,val
5,F,945,31.5,15,F_002,clean_hold_images/F/F_0945.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0945.jpg,val
5,F,946,31.53333333333333,16,F_002,clean_hold_images/F/F_0946.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0946.jpg,val
5,F,947,31.566666666666663,17,F_002,clean_hold_images/F/F_0947.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/F/F_0947.jpg,val
6,G,1049,34.96666666666667,0,G_000,clean_hold_images/G/G_1049.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1049.jpg,test
6,G,1050,35.0,1,G_000,clean_hold_images/G/G_1050.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1050.jpg,test
6,G,1051,35.03333333333333,2,G_000,clean_hold_images/G/G_1051.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1051.jpg,test
6,G,1052,35.06666666666667,3,G_000,clean_hold_images/G/G_1052.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1052.jpg,test
6,G,1053,35.1,4,G_000,clean_hold_images/G/G_1053.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1053.jpg,test
6,G,1054,35.13333333333333,5,G_000,clean_hold_images/G/G_1054.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1054.jpg,test
6,G,1055,35.166666666666664,6,G_001,clean_hold_images/G/G_1055.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1055.jpg,val
6,G,1056,35.2,7,G_001,clean_hold_images/G/G_1056.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1056.jpg,val
6,G,1057,35.233333333333334,8,G_001,clean_hold_images/G/G_1057.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1057.jpg,val
6,G,1058,35.266666666666666,9,G_001,clean_hold_images/G/G_1058.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1058.jpg,val
6,G,1059,35.3,10,G_001,clean_hold_images/G/G_1059.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1059.jpg,val
6,G,1060,35.333333333333336,11,G_001,clean_hold_images/G/G_1060.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1060.jpg,val
6,G,1061,35.36666666666667,12,G_002,clean_hold_images/G/G_1061.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1061.jpg,train
6,G,1062,35.4,13,G_002,clean_hold_images/G/G_1062.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1062.jpg,train
6,G,1063,35.43333333333333,14,G_002,clean_hold_images/G/G_1063.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1063.jpg,train
6,G,1064,35.46666666666667,15,G_002,clean_hold_images/G/G_1064.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1064.jpg,train
6,G,1065,35.5,16,G_002,clean_hold_images/G/G_1065.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1065.jpg,train
6,G,1066,35.53333333333333,17,G_002,clean_hold_images/G/G_1066.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/G/G_1066.jpg,train
7,H,1276,42.53333333333333,0,H_000,clean_hold_images/H/H_1276.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1276.jpg,val
7,H,1277,42.56666666666667,1,H_000,clean_hold_images/H/H_1277.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1277.jpg,val
7,H,1278,42.6,2,H_000,clean_hold_images/H/H_1278.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1278.jpg,val
7,H,1279,42.63333333333333,3,H_000,clean_hold_images/H/H_1279.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1279.jpg,val
7,H,1280,42.66666666666666,4,H_000,clean_hold_images/H/H_1280.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1280.jpg,val
7,H,1281,42.7,5,H_000,clean_hold_images/H/H_1281.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1281.jpg,val
7,H,1282,42.73333333333333,6,H_001,clean_hold_images/H/H_1282.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1282.jpg,train
7,H,1283,42.766666666666666,7,H_001,clean_hold_images/H/H_1283.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1283.jpg,train
7,H,1284,42.8,8,H_001,clean_hold_images/H/H_1284.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1284.jpg,train
7,H,1285,42.833333333333336,9,H_001,clean_hold_images/H/H_1285.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1285.jpg,train
7,H,1286,42.86666666666667,10,H_001,clean_hold_images/H/H_1286.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1286.jpg,train
7,H,1287,42.9,11,H_001,clean_hold_images/H/H_1287.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1287.jpg,train
7,H,1288,42.93333333333333,12,H_002,clean_hold_images/H/H_1288.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1288.jpg,test
7,H,1289,42.96666666666667,13,H_002,clean_hold_images/H/H_1289.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1289.jpg,test
7,H,1290,43.0,14,H_002,clean_hold_images/H/H_1290.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1290.jpg,test
7,H,1291,43.03333333333333,15,H_002,clean_hold_images/H/H_1291.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1291.jpg,test
7,H,1292,43.06666666666667,16,H_002,clean_hold_images/H/H_1292.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1292.jpg,test
7,H,1293,43.1,17,H_002,clean_hold_images/H/H_1293.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/H/H_1293.jpg,test
8,I,1397,46.56666666666667,0,I_000,clean_hold_images/I/I_1397.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1397.jpg,train
8,I,1398,46.6,1,I_000,clean_hold_images/I/I_1398.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1398.jpg,train
8,I,1399,46.63333333333333,2,I_000,clean_hold_images/I/I_1399.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1399.jpg,train
8,I,1400,46.66666666666666,3,I_000,clean_hold_images/I/I_1400.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1400.jpg,train
8,I,1401,46.7,4,I_000,clean_hold_images/I/I_1401.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1401.jpg,train
8,I,1402,46.73333333333333,5,I_000,clean_hold_images/I/I_1402.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1402.jpg,train
8,I,1403,46.766666666666666,6,I_001,clean_hold_images/I/I_1403.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1403.jpg,test
8,I,1404,46.8,7,I_001,clean_hold_images/I/I_1404.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1404.jpg,test
8,I,1405,46.833333333333336,8,I_001,clean_hold_images/I/I_1405.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1405.jpg,test
8,I,1406,46.86666666666667,9,I_001,clean_hold_images/I/I_1406.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1406.jpg,test
8,I,1407,46.9,10,I_001,clean_hold_images/I/I_1407.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1407.jpg,test
8,I,1408,46.93333333333333,11,I_001,clean_hold_images/I/I_1408.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1408.jpg,test
8,I,1409,46.96666666666667,12,I_002,clean_hold_images/I/I_1409.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1409.jpg,val
8,I,1410,47.0,13,I_002,clean_hold_images/I/I_1410.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1410.jpg,val
8,I,1411,47.03333333333333,14,I_002,clean_hold_images/I/I_1411.jpg,/kaggle/input/datasets/loliwibu/master-bisindo-v7/clean_hold_images/I/I_1411.jpg,val
